title,content,url,sub_title,year
Eukaryotic genome size databases,"… animal genome size data are derived from an unrepresentative subsample of animal … 
In a discussion of the plant and animal genome size databases penned in mid-2004, it was … 
"", although this would clearly be a worthy project for experts in those groups to undertake' (3)…",https://academic.oup.com/nar/article-abstract/35/suppl_1/D332/1097900,"TR Gregory, JA Nicol, H Tamm, B Kullman… - Nucleic acids …, 2007 - academic.oup.com",2007
Health-related disparities: influence of environmental factors,"… Such genocentric views reflect a fundamental misunderstanding of the disease process, and 
have led to unrealistic expectations and disappointment now that the gene discovery phase 
of the human genome project is coming to an end. A single risk factor is rarely responsible …",https://www.medical.theclinics.com/article/S0025-7125(05)00018-0/abstract,"K Olden, SL White - Medical Clinics, 2005 - medical.theclinics.com",2005
BAC as tools for genome sequencing,"… It is desirable, but not essential, to pre-develop a very high density DNA marker map for 
genome-wide physical mapping with this strategy. This is especially important for genome-wide 
physical mapping of plant and animal species of economic importance because for these …",https://www.sciencedirect.com/science/article/pii/S0981942800012365,"HB Zhang, C Wu - Plant Physiology and Biochemistry, 2001 - Elsevier",2001
Zebrafish,"… shown to play analogous roles throughout the animal kingdom. Likewise, important experimental 
… Sydney Brenner was in search of a simple multicellular animal to which genetic methods 
… are transparent and develop rapidly, as an animal model for vertebrate development. He …",https://www.google.com/books?hl=zh-CN&lr=&id=zS-5CKOjCIgC&oi=fnd&pg=PR13&dq=animal+genome+project&ots=msg2q5HQgQ&sig=3dUpsu9YxSQRbTvOf2QAPWRQqgU,"C Nusslein-Volhard, R Dahm - 2002 - books.google.com",0
The dynamic genome of Hydra,"… To our knowledge, elements of this family are more abundant in the Hydra genome than 
in any other sequenced animal genome (in comparison, the CR1 family occupies only ∼1% 
of the Nematostella assembly and 3% of the chicken assembly). This retrotransposon is still …",https://www.nature.com/articles/nature08830,"JA Chapman, EF Kirkness, O Simakov, SE Hampson… - Nature, 2010 - nature.com",2010
Born and made,"… Thus, PGD belongs to a long history of human and animal reproductive and hereditary 
management, while—in the age of the human genome project, increasingly powerful molecular 
diagnostics, and sophisticated techniques of microsurgery on embryos—it presents new kinds …",https://www.degruyter.com/document/doi/10.1515/9781400835423/html,"S Franklin, C Roberts - 2006 - degruyter.com",0
New approaches for genome assembly and scaffolding,"… recent genome projects that used these technologies to create highly contiguous genome 
assemblies at … genome assembly were so expensive that generating additional scaffolding 
data to improve contiguity did not substantially alter the total cost of a genome assembly project. …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-020518-115344,"ES Rice, RE Green - Annual review of animal biosciences, 2019 - annualreviews.org",2019
Reconstruction of the ancestral metazoan genome reveals an increase in genomic novelty,"… We find a total of 25 Novel Core HG: protein groups emerging in the genome of the first 
animal and still present in at least 43 of the 44 metazoan genomes examined (Table 1); these 
are independent of … Dunwell for feedback during this project. Iñaki Ruiz-Trillo kindly provided …",https://www.nature.com/articles/s41467-018-04136-5,"J Paps, PWH Holland - Nature communications, 2018 - nature.com",2018
Genomics: implications for toxicology,"… Genome Project, we concluded that the time was right to initiate a systematic effort to identify 
sequence variations in the human genome. … The third phase of the project will involve the 
development and use of animal models with various susceptibility genotypes to investigate …",https://www.sciencedirect.com/science/article/pii/S0027510700001615,"K Olden, J Guthrie - … Research/Fundamental and Molecular Mechanisms of …, 2001 - Elsevier",2001
Animal models of human disease: zebrafish swim into view,"… Genetic resources include a genome-sequencing project that is nearing completion. … 
Biomedical research depends on the use of animal models to understand the pathogenesis of 
… proximity and anatomical similarity when selecting an animal disease model (Table 1). For …",https://www.nature.com/articles/nrg2091,"GJ Lieschke, PD Currie - Nature Reviews Genetics, 2007 - nature.com",2007
"The genome of the crustacean Parhyale hawaiensis, a model for animal development, regeneration, immunity and lignocellulose digestion","… To address this limitation, we have sequenced, assembled and annotated the genome. At 
an estimated size of 3.6 Gb, this genome represents one of the largest animal genomes tackled 
to date. The large size has not been the only challenge of the Parhyale genome, that also …",https://elifesciences.org/articles/20062,"D Kao, AG Lai, E Stamataki, S Rosic, N Konstantinides… - elife, 2016 - elifesciences.org",2016
Complete genome sequence of Bacteroides helcogenes type strain (P 36–108 T),"… is rare and it does not cause significant damage in intensive animal husbandry. The 
genome of B. helcogenes P 36–108 T is already the fifth completed and published type strain 
… The genome project is deposited in the Genomes OnLine Database [10] and the complete …",https://link.springer.com/article/10.4056/sigs.1513795,"A Pati, S Gronow, A Zeytun, A Lapidus, M Nolan… - Standards in genomic …, 2011 - Springer",2011
"Disability, Textuality, and the Human Genome Project","… 1 The expedition to sequence and map the human genome has evolved into a two-way race 
between the Human Genome Project and … and releasing a “working draft” of the genome. 
Celera intends to finish its sequence of the human genome by December 2001 (or earlier) and …",https://www.google.com/books?hl=zh-CN&lr=&id=r2CzOhSDmzkC&oi=fnd&pg=PA67&dq=animal+genome+project&ots=KegIhUBjun&sig=5RxlE5b_M0_wHPs8MGupN07-9Fw,"JC Wilson - The disability studies reader, 2006 - books.google.com",2006
The evolution of animal domestication,"… We begin by discussing how animal domestication took place by considering the process 
through an evolutionary lens. Using Zeder's (… the domestication of 32 animal species in the 
Old and New Worlds. By doing so within the context of the pathway each animal followed into a …",https://www.annualreviews.org/doi/abs/10.1146/annurev-ecolsys-110512-135813,"G Larson, DQ Fuller - Annual Review of Ecology, Evolution, and …, 2014 - annualreviews.org",2014
"Ten years of the horse reference genome: Insights into equine biology, domestication and population dynamics in the post‐genome era","… An important part of the horse genome project was the identification of over a million SNPs, 
which directed the development of genomic … annotation of the horse genome will be the 
task of the ongoing Functional Annotation of ANimal Genomes (FAANG) project (described in …",https://onlinelibrary.wiley.com/doi/abs/10.1111/age.12857,"T Raudsepp, CJ Finno, RR Bellone… - Animal …, 2019 - Wiley Online Library",2019
The Genome Sequence of the Anthelmintic-Susceptible New Zealand Haemonchus contortus,"… Internal parasitic nematodes are a global animal health issue causing drastic losses in 
livestock. Here, we report a H. contortus … contortus NZ_Hco_NP genome sequencing 
project was funded by the Agricultural and Marketing Research and Development Trust (AGMARDT) …",https://academic.oup.com/gbe/article-abstract/11/7/1965/5526880,"N Palevich, PH Maclean, A Baten… - Genome biology and …, 2019 - academic.oup.com",2019
Genome-wide association identifies methane production level relation to genetic control of digestive tract development in dairy cows,"… Furthermore, the Cow QTL database of the Animal Genome project 20 was used to find 
previously detected QTLs within the most promising regions detected here for daily CH 4 
production. This was done analogically as for the candidate gene search, ie by entering the position …",https://www.nature.com/articles/s41598-018-33327-9,"M Pszczola, T Strabel, S Mucha, E Sell-Kubiak - Scientific reports, 2018 - nature.com",2018
Upgrading short-read animal genome assemblies to chromosome level using comparative genomics and a universal probe set,"… approach that (provided metaphases can be generated) could be applied to any animal 
genome. The ability to sequence complex animal genomes quickly and inexpensively has 
initiated numerous genome projects beyond those of agricultural/medical importance (eg, Hu et al. …",https://genome.cshlp.org/content/27/5/875.short,"J Damas, R O'Connor, M Farré, VPE Lenis… - Genome …, 2017 - genome.cshlp.org",2017
A functional isopenicillin N synthase in an animal genome,"… Genome sequencing over the last years is revealing new candidates for HGT in animal 
genomes, but in many cases the functional … The presented work is part of a recently started 
high-throughput sequencing project to elucidate the full genome sequence of F. candida …",https://academic.oup.com/mbe/article-abstract/30/3/541/1041260,"D Roelofs, MJTN Timmermans… - Molecular biology …, 2013 - academic.oup.com",2013
Plant reproductive genomics at the Plant and Animal Genome Conference,"… Orthologues of these genes were found in some of the Floral Genome Project EST sets, 
including the monocots asparagus and yucca, but not in the massive EST database available 
for members of the grass family. This work is identifying genes that are critical to development …",https://downloads.hindawi.com/journals/ijg/2005/592439.pdf,"J Leebens-Mack, DE Soltis… - … and functional genomics, 2005 - downloads.hindawi.com",2005
"The Human Genome Project and the future of diagnostics, treatment and prevention","… cloning, now scaled up in the Human Genome Project. Paradigm changes in medical genetics 
have … The genome project has enormously stimulated the development of advanced 
technology … The study of human genetic disease and animal model systems has highlighted the …",https://onlinelibrary.wiley.com/doi/abs/10.1023/A:1015673727498,"GJB van Ommen - Journal of inherited metabolic disease, 2002 - Wiley Online Library",2002
Bacterial DNA Sifted from the Trichoplax adhaerens (Animalia: Placozoa) Genome Project Reveals a Putative Rickettsial Endosymbiont,"… Here, we used the genome of the primitive animal Trichoplax adhaerens (Metazoa: Placozoa), 
which is known to harbor an uncharacterized Gram-negative endosymbiont, to search for 
the presence of bacterial DNA sequences. Bioinformatic and phylogenomic analyses of …",https://academic.oup.com/gbe/article-abstract/5/4/621/587620,"T Driscoll, JJ Gillespie, EK Nordberg… - Genome biology and …, 2013 - academic.oup.com",2013
The Genome of the Ctenophore Mnemiopsis leidyi and Its Implications for Cell Type Evolution,"… most distant animal relatives, many of which will shed light not only on the biology of these 
extant organisms but also on the evolutionary history of all animal species, including our own. 
… We have deposited the assembly at GenBank under the project accession AGCP00000000. …",https://www.science.org/doi/abs/10.1126/science.1242592,"JF Ryan, K Pang, CE Schnitzler, AD Nguyen… - Science, 2013 - science.org",2013
Whole-animal genome-wide RNAi screen identifies networks regulating male germline stem cells in Drosophila,"… To our knowledge, this is the first genome-wide gene-knockdown screen performed in a whole 
animal, to identify systemic regulators of stem cells. Stem cells are regulated both intrinsically 
and externally by signals from the local microenvironment 39 and distant organs 40,41 . …",https://www.nature.com/articles/ncomms12149,"Y Liu, Q Ge, B Chan, H Liu, SR Singh, J Manley… - Nature …, 2016 - nature.com",2016
Developmental progress and current status of the Animal QTLdb,"… Animal QTLdb tools that allow inter- and intra-species comparisons of QTL/association data 
and alignments of such data with a number of genome … (SNPs), Affymetrix or oligo array 
elements and the human genome via radiation hybrid (RH) map markers, cytogenetic bands, …",https://academic.oup.com/nar/article-abstract/44/D1/D827/2502740,"ZL Hu, CA Park, JM Reecy - Nucleic acids research, 2016 - academic.oup.com",2016
Animal QTLdb: an improved database tool for livestock animal QTL/association data dissemination in the post-genome era,"… It has been our vision for the Animal QTLdb that it serves as a bridge between genotypes 
(genes) and phenotypes (traits) (3), which will inevitably necessitate inclusion of SNP/genome-wide 
association study (GWAS) data. Under this concept, we must bring related experimental …",https://academic.oup.com/nar/article-abstract/41/D1/D871/1063071,"ZL Hu, CA Park, XL Wu, JM Reecy - Nucleic acids research, 2013 - academic.oup.com",2013
The Chlamydomonas genome reveals the evolution of key animal and plant functions,"… Chlamydomonas proteins with homology to plant, but not animal, proteins were either (i) 
present in the common plant-animal ancestor and retained in Chlamydomonas and angiosperms, 
but lost or diverged in animals; (ii) horizontally transferred into Chlamydomonas; or (iii) …",https://science.sciencemag.org/content/318/5848/245.summary,"SS Merchant, SE Prochnik, O Vallon, EH Harris… - …, 2007 - science.sciencemag.org",2007
Rabbit genome analysis reveals a polygenic basis for phenotypic change during domestication,"… the initial steps of animal domestication are still poorly understood. We generated a high-quality 
reference genome for the rabbit and … The genetic underpinnings of the initial steps of 
animal domestication are poorly understood but probably involved changes in behavior …",https://science.sciencemag.org/content/345/6200/1074.summary,"M Carneiro, CJ Rubin, F Di Palma, FW Albert… - …, 2014 - science.sciencemag.org",2014
Evolutionary patterns of recently emerged animal duplogs,"… The figure shows the six animal species used in this study (in boldface), which have finished 
or nearly finished genome assemblies, and some closely related outgroup species. Thick 
gray lines along the subject species lineages roughly span the time intervals equivalent to the …",https://academic.oup.com/gbe/article-abstract/doi/10.1093/gbe/evr074/590343,"K Ezawa, K Ikeo, T Gojobori… - Genome Biology and …, 2011 - academic.oup.com",2011
Animal biotechnology: models in discovery and translation,"… biotechnology are linked to animal health. Finally, there are two chapters that provide an 
overview of the human genome and its relationship to animal biotechnology, and a consideration 
of the ethical issues that are fundamental to many aspects for the future evolution of animal …",https://www.google.com/books?hl=zh-CN&lr=&id=s6wSXQHMZYIC&oi=fnd&pg=PP1&dq=animal+genome+project&ots=AytcoPWg9m&sig=G7hqiCuY7F4I7jMjy7Qj6lAuJ8o,"A Verma, A Singh - 2013 - books.google.com",0
The brain activity map project and the challenge of functional connectomics,"… animal. In addition, GRIN fibers and endoscopes allow imaging deeper structures, such as 
the hippocampus, albeit with some invasiveness. … As the Human Genome Project generated 
a new field of inquiry (“Genomics”), the generation of these comprehensive data sets could …",https://www.sciencedirect.com/science/article/pii/S0896627312005181,"AP Alivisatos, M Chun, GM Church, RJ Greenspan… - Neuron, 2012 - Elsevier",2012
A review of neurohormone GPCRs present in the fruitfly Drosophila melanogaster and the honey bee Apis mellifera,"… large gene families in every animal, sometimes making up to 1–2% of the animal's genome. Of 
all … GPCR genes present in the recently sequenced genome from the honey bee Apis mellifera. 
We … can be applied will, of course, be those groups for which a genome project exists. …",https://www.sciencedirect.com/science/article/pii/S0301008206000803,"F Hauser, G Cazzamali, M Williamson, W Blenau… - Progress in …, 2006 - Elsevier",2006
The potential for microRNA therapeutics and clinical research,"… As the completion and publication date of the Human Genome Project nears the 20-year … 
revolutionary findings from the Human Genome Project that RNA transcripts far outnumber … 
and/or in vitro prior to testing in preclinical animal models. A growing number of databases are …",https://www.frontiersin.org/articles/10.3389/fgene.2019.00478/full,"J Hanna, GS Hossain, J Kocerha - Frontiers in genetics, 2019 - frontiersin.org",2019
Revealing the dark matter of the genome,"… Animal embryos successfully transform the two-dimensional code of their genome into 
multidimensional … human genome. The modENCODE (model organism Encyclopedia of DNA 
Elements) strand of the project is using the power of model organism genomics to reveal genome…",https://science.sciencemag.org/content/330/6012/1758.summary,"M Blaxter - Science, 2010 - science.sciencemag.org",2010
Genome-wide association study of grain appearance and milling quality in a worldwide collection of Indica rice germplasm.,"… Here we carried out a genome-wide association analysis using the 404k SNP genotype 
and data of grain appearance and milling quality for a diverse panel of 400 indica accessions 
selected from 3k Rice Genome Project collected in two environments. These were closely …",https://www.cabdirect.org/cabdirect/abstract/20183071712,"YJ Fang, YJ Zhu, ZC Wu, K Chen, CC Shen… - Acta Agronomica …, 2018 - cabdirect.org",2018
Highly effective SNP-based association mapping and management of recessive defects in livestock,"… defects, which cause significant economic and animal welfare concerns. Here we show that 
the availability of genome-wide, high-density … The latter was assembled from SNPs in the 
public domain obtained from the Bovine Genome Project of the Human Genome Sequencing …",https://www.nature.com/articles/ng.96,"C Charlier, W Coppieters, F Rollin, D Desmecht… - Nature …, 2008 - nature.com",2008
Human gut microbiome: the second genome of human body,"… Gut bacteria are not only critical for regulating gut metabolism, but also important for host 
immune system as revealed by animal studies. … After the completion of Human Genome 
Project, in a letter to Science magazine, Julian Davies pointed out that decoding human genome …",https://link.springer.com/article/10.1007/s13238-010-0093-z,"B Zhu, X Wang, L Li - Protein & cell, 2010 - Springer",2010
"The structure and diversity of human, animal and environmental resistomes","… Human and animal microbial communities were characterized by limited taxonomic diversity 
… prevalence of resistance genes in the human and animal microbiome over the last 75 years 
[8… human and animal origins has also been documented, and resistant bacteria in the animal …",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-016-0199-5?luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%A9%BA%E6%B0%94%E4%BC%A0%E6%92%AD%23&featurecode=1&u=https%3A%2F%2Fmicrobiomejournal.biomedcentral.com%2Farticles%2F10.1186%2Fs40168-016-0199-5,"C Pal, J Bengtsson-Palme… - …, 2016 - microbiomejournal.biomedcentral …",2016
"How the human genome project is changing eye care: now that the human genome is nearly unraveled, you'll soon have new tools for specific diagnosis, customized …","… to a phenomenally large undertaking called the Human Genome Project (HGP) You've heard 
… scientists and politicians called the Human Genome Project absurd and impractical. It turned 
… This marks the first successful gene therapy treatment for blindness in a large animal. The …",https://go.gale.com/ps/i.do?id=GALE%7CA89830158&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1930160X&p=AONE&sw=w,"J Murphy - Review of Optometry, 2002 - go.gale.com",2002
Generation of the first BAC-based physical map of the common carp genome,"… The objective of this project was to generate a BAC-based physical map using fluorescent … to 
the whole genome sequencing project for common carp, a project currently in progress. Clearly… 
XS supervised the common carp genome project. All authors read and approved the final …",https://link.springer.com/article/10.1186/1471-2164-12-537,"P Xu, J Wang, J Wang, R Cui, Y Li, Z Zhao, P Ji… - BMC genomics, 2011 - Springer",2011
Apollo: democratizing genome annotation,"… genome’s encoded features. Projects such as the joint Wellcome Trust Sanger Centre and 
Beijing Genome Institute project to sequence every vertebrate genome [… While large genomic 
resource centers may have funding for staff members to maintain genome curation efforts for …",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006790,"NA Dunn, DR Unni, C Diesh… - PLoS computational …, 2019 - journals.plos.org",2019
De novo and inherited private variants in MAP1B in periventricular nodular heterotopia,"… for the WHICAP project (used as controls in this analysis) was supported by the Washington 
Heights-Inwood Columbia Aging Project (WHICAP, … Using a trio approach, no gene in this 
study showed a genome-wide significant enrichment of de novo variants, other than FLNA, an …",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007281,"…, Epilepsy Phenome/Genome Project - PLoS …, 2018 - journals.plos.org",2018
The Brucella suis genome reveals fundamental similarities between animal and plant pathogens and symbionts,"… suis chromosome 1 and the genome of the plant symbiont Mesorhizobium loti emphasizes 
the similarity between this animal pathogen and plant pathogens and symbionts. A limited 
repertoire of genes homologous to known bacterial virulence factors were identified. …",https://www.pnas.org/content/99/20/13148.short,"IT Paulsen, R Seshadri, KE Nelson… - Proceedings of the …, 2002 - National Acad Sciences",2002
Control of fat storage by a Drosophila PAT domain protein,"… Like mammalian adipocytes, insect fat body cells provide the major energy reserve of the 
animal organism. Both cell types accumulate … We examined the function of Lsd2, one of 
only two PAT domain-encoding genes in the Drosophila genome. Lsd2 acts in a Perilipin-like …",https://www.sciencedirect.com/science/article/pii/S0960982203001751,"S Grönke, M Beller, S Fellert, H Ramakrishnan… - Current biology, 2003 - Elsevier",2003
Impact of genomics on research in the rat,"… The need to translate genes to function has positioned the rat as an invaluable animal model 
… rat, we also project where research in the rat will be in the near future. The impact of the rat 
… human genome with function, linking the rat into this process via its own genome project is a …",https://genome.cshlp.org/content/15/12/1717.short,"J Lazar, C Moreno, HJ Jacob, AE Kwitek - Genome research, 2005 - genome.cshlp.org",2005
High-resolution haplotype structure in the human genome,"… studies to find medically relevant variation, for population genetics, and for the next steps of 
the Human Genome Project. … project is becoming feasible, and this detailed understanding 
of common human variation represents an important step in the Human Genome Project…",https://www.nature.com/articles/ng1001-229,"MJ Daly, JD Rioux, SF Schaffner, TJ Hudson… - Nature …, 2001 - nature.com",2001
Patrolling the boundaries or tracing the contours: cartographic metaphors and the human genome project,"… 'big science'project to unravel the complexity of the human genome as a mapping process… 
project to map the human genome, cartographic metaphors have become particularly resonant. 
B. Balmer applies the boundary concept to the development of the Human Genome Project …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429423499-2/patrolling-boundaries-tracing-contours-cartographic-metaphors-human-genome-project-peter-glasner,"P Glasner - The social management of genetic engineering, 2019 - taylorfrancis.com",2019
Marine invertebrate genome sequences and our evolving understanding of animal immunity,"Animal immunity is under intense evolutionary pressure, and the mechanisms that carry out 
recognition and elimination of pathogens are … of recent genome sequences from marine 
invertebrates representing new phyla offers a means to move forward in this area. Genome …",https://www.journals.uchicago.edu/doi/abs/10.2307/25470669,"JP Rast, C Messier-Solek - The Biological Bulletin, 2008 - journals.uchicago.edu",2008
Opportunities for population-based studies of complex genetic disorders after the human genome project,"360 come available by the end of the year 2000. 7 The entire sequence is projected to be 
finished in 2003. Inevitably, the human genome project opens the opportunity for epidemiologic 
research of complex genetic disorders. Two major research efforts need to be addressed. …",https://journals.lww.com/epidem/Fulltext/2001/05000/Opportunities_for_Population_Based_Studies_of.19.aspx,"N Vaessen, CM van Duijn - Epidemiology, 2001 - journals.lww.com",2001
Genes & signals,"… , or would, have penned; “Seeing the Human Genome Project’s draft sequence of the human 
genome is highly satisfying.” On balance this … was found to be much lower than that of a 
less complex animal the roundworm Caenorhabditis elegans (13,500 versus 18,500). More …",https://www.academia.edu/download/49738491/The_human_genome_1st_ed._Dennis_C._Gal20161020-10811-5f1v21.pdf,"M Ptashne, A Gann - 2002 - academia.edu",0
"The BioMart community portal: an innovative alternative to large, centralized data repositories","… The BioMart project has been set up to address these challenges. … The BioMart project 
adheres to the open source philosophy that promotes collaboration and code reuse. Two 
good examples of how this philosophy benefits the scientific community are provided by two …",https://academic.oup.com/nar/article-abstract/43/W1/W589/2467879,"D Smedley, S Haider, S Durinck, L Pandini… - Nucleic acids …, 2015 - academic.oup.com",2015
"Systematic evaluation of the mouse eye: anatomy, pathology, and biomethods","… With completion of the first phase of the Human Genome Project, it is evident that scientists 
are con… Sundberg graduated from the University of Vermont in 1973 with a BS in animal 
science (… as models for human and domestic animal dermatological diseases, the comparative …",https://www.google.com/books?hl=zh-CN&lr=&id=rCPNBQAAQBAJ&oi=fnd&pg=PP1&dq=animal+genome+project&ots=mEdOvxjFdf&sig=DdV0HPk78i_Qo0DI_k_u3TVaPO4,"RS Smith, SWM John, PM Nishina, JP Sundberg - 2001 - books.google.com",0
In silico detection and characteristics of novel microRNA genes in the Equus caballus genome using an integrated ab initio and comparative genomic …,"… method of first Blasting known animal miRNAs against the horse genome and then using 
the located … animal miRNAs were carried out. Our study will provide a reference point for 
further study on miRNAs identification in animals and improve the understanding of genome …",https://www.sciencedirect.com/science/article/pii/S0888754309000962,"M Zhou, Q Wang, J Sun, X Li, L Xu, H Yang, H Shi… - Genomics, 2009 - Elsevier",2009
The genome of the jellyfish Aurelia and the evolution of animal complexity,"… We present the genome of the moon jellyfish Aurelia, a genome from a cnidarian with a 
medusa life stage. Our analyses suggest that gene gain and loss in Aurelia is comparable to 
what has been found in its morphologically simpler relatives—the anthozoan corals and sea …",https://www.nature.com/articles/s41559-018-0719-8?fbclid=IwAR2Pj4AHG1u7J2CcByELVoEJMm8cBrEa1-S7YhwUihfggbngIIImdq0CK2w,"DA Gold, T Katsuki, Y Li, X Yan, M Regulski… - Nature ecology & …, 2019 - nature.com",2019
"Genome‐wide genetic diversity of Holstein Friesian cattle reveals new insights into Australian and global population variability, including impact of selection","… This project uses genome‐wide genetic markers to investigate the levels of genetic diversity 
in Australian Holstein Friesian cattle throughout the different importation cohort periods into 
Australia. In addition, to investigate the global population structure of Holstein Friesian cattle, …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2052.2006.01543.x,"KR Zenger, MS Khatkar, JAL Cavanagh… - Animal …, 2007 - Wiley Online Library",2007
Genome-wide survey of SNP variation uncovers the genetic structure of cattle breeds,"… The recent decline in diversity is sufficiently rapid that loss of diversity should be of concern 
to animal breeders. Despite this, population levels of LD are unexpectedly low considering the 
relatively small N e , which indicates that effective population sizes were much larger in the …",https://www.science.org/doi/abs/10.1126/science.1167936,"Bovine HapMap Consortium, RA Gibbs, JF Taylor… - Science, 2009 - science.org",2009
Laboratory Animal Management Assistant (LAMA): a LIMS for active research colonies,"Laboratory Animal Management Assistant (LAMA) is an internet-based system for tracking large 
laboratory mouse colonies. It has a user-friendly interface with powerful search capabilities 
that ease day-to-day tasks such as tracking breeding cages and weaning litters. LAMA …",https://link.springer.com/article/10.1007/s00335-010-9258-6,"M Milisavljevic, T Hearty, TYT Wong… - … Genome, 2010 - Springer",2010
"Adam, Eve, and the Genome: The Human Genome Project and Theology","… This may be why approximately 3 to 5 percent of the National Institutes of Health budget 
for the Human Genome Project has been set aside to address the ethical, legal, and social 
implications of this work. In the words of one scholar, ""It represents the largest expenditure of …",https://www.google.com/books?hl=zh-CN&lr=&id=td34SMApokgC&oi=fnd&pg=PR11&dq=animal+genome+project&ots=h3sjqWXUi3&sig=Rd1tMpEUi-AQeee_yOIcINaIYLA,SB Thistlethwaite - 2003 - books.google.com,0
"The red deer Cervus elaphus genome CerEla1. 0: sequencing, annotating, genes, and chromosomes","… de novo genome assembly CerEla1.0 for the red deer, Cervus elaphus, an emblematic 
member of the natural megafauna of the Northern Hemisphere. Humans spread the species in 
the South. Today, the red deer is also a farm-bred animal and is becoming a model animal in …",https://link.springer.com/article/10.1007/s00438-017-1412-3,"NÁ Bana, A Nyiri, J Nagy, K Frank, T Nagy… - Molecular Genetics and …, 2018 - Springer",2018
Century-scale Holocene processes as a source of natural selection pressure in human evolution: Holocene climate and the Human Genome Project,"… Abstract: As a result of research arising from the Human Genome Project, discovery of 
extremely recent evolutionary changes in the human genome show that positive selection 
pressure has occurred during the Holocene. Statistically estimated ages and confidence intervals …",https://journals.sagepub.com/doi/abs/10.1177/0959683607079003,"AJ Smith - The Holocene, 2007 - journals.sagepub.com",2007
Analyses of pig genomes provide insight into porcine demography and evolution,"… Here we present the assembly and analysis of the genome sequence of a female domestic 
Duroc pig (Sus scrofa) and a comparison with … genes, reflecting the importance of smell in 
this scavenging animal. The pig genome sequence provides an important resource for further …",https://www.nature.com/articles/nature11622,"MAM Groenen, AL Archibald, H Uenishi, CK Tuggle… - Nature, 2012 - nature.com",2012
Synthetic genomics: from DNA synthesis to genome design,"… Sc2.0 has also spurred other synthetic genome projects, such as Genome Project - Write, 
which aims to understand the genetic blueprint of plant, animal, and human genomes. The 
implementation of Sc2.0 and Genome Project - Write will push the current technical limits to help …",https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201708741,"L Wang, S Jiang, C Chen, W He, X Wu… - Angewandte Chemie …, 2018 - Wiley Online Library",2018
FA-SAT is an old satellite DNA frozen in several Bilateria genomes,"… We inspected the cat genome project to locate FA-SAT array flanking regions and revealed an 
intensive intermingling with transposable elements. Our results also show that FA-SAT-related 
sequences are transcribed and that the most abundant FA-SAT variant is not always the …",https://academic.oup.com/gbe/article-abstract/9/11/3073/4372402,"R Chaves, D Ferreira… - Genome biology and …, 2017 - academic.oup.com",2017
Evolutionary analyses of hanwoo (Korean Cattle)-Specific Single-Nucleotide polymorphisms and genes using Whole-Genome resequencing data of a …,"Advances in next generation sequencing (NGS) technologies have enabled population-level 
studies for many animals to unravel the relationships between genotypic differences and traits 
of specific populations. The objective of this study was to perform evolutionary analysis of …",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5050534/,"D Lee, M Cho, W Hong, D Lim, HC Kim… - Molecules and …, 2016 - ncbi.nlm.nih.gov",2016
Characteristics of conifer genome and recent advances in conifer sequence resources mining,"… (The Spruce Genome Project)以获取… project has transitioned from the transcriptome to 
whole-genome sequencing projects, initiated in Pinus, Picea and Pseudotsuga genus. This review 
summarizes the characteristics of the conifer genome, reviews the current status of genome …",https://www.chinbullbotany.com/EN/abstract/abstract717.shtml,"C Xu, X Sun, S Zhang - Chinese Bulletin of Botany, 2013 - chinbullbotany.com",2013
Pro: genome-wide association studies (GWAS) in asthma,"… For several reasons, cell-based assays and animal models may not identify critical disease 
pathways when they are used without … of the Human Genome Project (HGP) as a whole. In 
2000, before the HGP, we did not know the number of genes in the human genome (21,586 at …",https://www.atsjournals.org/doi/full/10.1164/rccm.201103-0485ED,"ST Weiss, EK Silverman - American journal of respiratory and critical …, 2011 - atsjournals.org",2011
Agricultural Microbes Genome 2: First glimpses into the genomes of plant-associated microbes,"… of genome sequence data for plant-associated microbes. The gathering, which followed 
the popular Plant and Animal Genome … In the wake of the success of the Xylella genome 
project, a network of laboratories from São Paulo State, Brazil, embarked on the genomic …",https://academic.oup.com/plcell/article-abstract/13/3/451/6009487,"S Kamoun, SA Hogenhout - 2001 - academic.oup.com",0
Calcium/calmodulin-mediated signal network in plants,"… In recent years, completion of the Arabidopsis genome project and advances in functional … 
has also been accelerated as a result of the Arabidopsis genome project. To date, ∼50 CaM-… 
The second group is composed of proteins that are similar to animal homologs but have …",https://www.sciencedirect.com/science/article/pii/S1360138503002188,"T Yang, BW Poovaiah - Trends in plant science, 2003 - Elsevier",2003
