title,content,url,sub_title,year
凡纳滨对虾肠道微生物宏基因组Solexa 测序及其初步分析,"… 将提取的凡纳滨对虾肠道微生物宏基因组DNA 送杭州华大基因用于Solexa 测序, Perl 编程统计
出所 有reads 的每个位点的4 种碱基频率和质量… 所测序列中含有真核生物相关序列较多, 这可能
与 虾肠道中寄生有原生动物有关。宏基因组数据中存 在大豆、玉米等高等植物基因组, 这可能与…",http://qdhys.cnjournals.com/ch/reader/download_pdf_file.aspx?journal_id=hykx&file_name=A8D77C701D04C88158E234D8C0CBE774BBA1005DC10B5663049D5684102E7C1477154EA0FA18A67D1102A25290062E3EB6C2822C4B55931F&open_type=self&file_no=20120602,"严雪平， 袁剑波， 刘斌 - 海洋科学, 2012 - qdhys.cnjournals.com",2012
扁形动物降解组的比较分析和寄生适应性研究,"… 虽然都是寄生生活,但寄生环境与营养取食方式迥然不同。扁形动物的这些不同可能会导致它们的
降解组产生与之相适应的不同… 动物作为研究对象,构建了它们的降解组,进行了降解组之间的比较
基因组学分析,调查蛋白酶在不同类型的扁形动物中的多样性及各自的特点,并对寄生扁形动物在…",https://cdmd.cnki.com.cn/Article/CDMD-10674-1017112323.htm,黄海波 - 2017 - cdmd.cnki.com.cn,0
,,,"易德桥， 冯雪萍 - 第九届中南地区实验动物科技交流会, 2012 - 中国实验动物学会",2012
"海洋生物基因组数据库中新型降钙素序列挖掘, 优化与功能验证","… 的降钙素序列,由两部分组成:NCBI非冗余蛋白库和华大基因水生生物基因组数据库。2、通过
clustal omega软件进行序列比对,结合物种选取具有… 3条序列在SD大鼠体内的半衰期,发现与鲑鱼
降钙素相当。11、用ELISA法初步分析了CT-01、CT-04、CT-06这3条序列在C57小鼠动物模型上的…",https://cdmd.cnki.com.cn/Article/CDMD-91020-1018083678.htm,胡杰伟 - 2018 - cdmd.cnki.com.cn,0
高等植物线粒体基因组进化分析,"摘要线粒体是进行呼吸代谢, 为生命活动提供能量的细胞器; 其基因组相对独立于核基因组, 表现为半自主遗传特性. 植物线粒体基因组较大, 基因组重排, 重复序列重组, 以及基因获得/缺失/转移/重复等频繁发生, 很大程度影响其基因的正常功能行使; 同时, 也增加了研究其基因功能及 …",https://www.researchgate.net/profile/Jinping-Hua/publication/291045997_Evolutionary_analysis_of_mitochondrial_genomes_in_higher_plants/links/56f6351408ae95e8b6d1e25b/Evolutionary-analysis-of-mitochondrial-genomes-in-higher-plants.pdf,雷彬彬， 李双双， 刘国政， 王玉美， 苏爱国， 华金平 - 2012 - researchgate.net,0
高等植物线粒体基因组测序和序列分析,"摘要线粒体是真核细胞内的重要细胞器, 是一种遗传上半自主性的细胞器, 编码与自身功能相关的部分基因, 参与生命活动一些过程. 植物的线粒体基因组较动物的更为复杂, 且与植物细胞质雄性不育和物种进化密切相关. 本文概述了植物线粒体基因组测序工作 …",http://zgnydxxb.cnjournals.com/zgnydxxb/ch/reader/create_pdf.aspx?file_no=20110204&year_id=2011&quarter_id=2&falg=1,李双双， 薛龙飞， 苏爱国， 雷彬彬， 王玉美， 华金平 - 2011 - zgnydxxb.cnjournals.com,0
现代动物生物技术的发展及应用前景,"主要综述了以转基因动物技术, 动物克隆技术和基因打靶技术为代表的现代农业动物生物技术的发展历程和重要进展, 阐述了其在家畜和家禽的遗传性状和品种改良, 扩大优良畜种数量, 保护动物遗传资源, 开展功能基因研究, 实现基因表达调控, 生产药用蛋白和再造人类器官等方面 …",http://biotech.aiijournal.com/CN/abstract/abstract5557.shtml,"李瑞国， 苗朝华 - 生物技术通报, 2010 - biotech.aiijournal.com",2010
RNA 干扰技术应用研究进展,"RNA 干扰技术作为一个强有力的反向遗传学工具, 不仅为抑制基因表达提供了高效, 特异性的手段, 而且为基因功能研究, 抗病毒感染研究和基因治疗研究提供了重要的技术方法. 本文就近年来RNA 干扰技术在动物抗病毒感染研究, 动物基因组学研究及转基因动物等方面的 …",http://www.cqvip.com/qk/95129x/200510/20951833.html,"钱华冬， 朱建国， 华修国 - 畜牧与兽医, 2005 - cqvip.com",2005
寄生虫基因组学研究进展,"… 寄生虫病严重危害人和动物的健康,但目前防治寄生虫病尚存在困难,随着分子生物学技术的
迅速发展,运用分子生物学技术手段来控制寄生虫病将成为可能.本文主要介绍寄生虫基因的组成及
特征,目前的测序现状,基因组测序,分析,基因功能及蛋白质组的研究技术等,可为寄生虫种类鉴定,…",https://www.airitilibrary.com/Publication/alDetailedMesh?docid=10007083-200911-200911300007-200911300007-941-944,"陈涛， 任晓燕， 尤平 - 四川動物, 2009 - airitilibrary.com",2009
牛病毒性腹泻病毒基因Ⅱ 型HLJ-10 分离株全基因组克隆及其序列特征分析,"为研究牛病毒性腹泻病毒(BVDV) 的分子特征, 本研究参考GenBank 中登录的BVDV 基因Ⅱ 型病毒株全基因组序列, 设计多对引物, 通过RT-PCR 方法, 对一株分离自某商品化血清中的BVDV 分离株HLJ-10 全基因组进行分段克隆及序列测定, 获得了该分离株的全基因组序列 …",http://www.cqvip.com/qk/90588a/201201/40502142.html,"刘华， 付培芬， 李岩， 温凯， 贾莹， 刘晓玫， 张海丽… - 中国预防兽医 …, 2012 - cqvip.com",2012
猪圆环病毒2 型陕西杨凌株的分离鉴定及全基因组分析,"[目的] 分离得到猪圆环病毒2 型(PCV-2) 陕西杨凌株, 测定病毒滴度(TCID50), 并进行全基因组序列比对, 为研制针对性更强的PCV-2 疫苗提供理论依据.[方法] 从经PCR 检测为猪圆环病毒2 型阳性的病料中, 分离病毒并接种PK-15 细胞, 通过PCR 检测 …",http://www.cqvip.com/qk/90760a/201104/37688156.html,"…， 郭抗抗， 张彦明， 王津津， 李宇立， 向华 - … 科技大学学报: 自然科学版, 2011 - cqvip.com",2011
畜禽遗传评定方法的研究进展,"… 的丰满度及脂肪的沉积量’&%$&)(% 基因组模型通过呈孟德尔遗传的常染色体基因$以及呈 非孟
… 现状$可以看出$动物遗传学理 论)统计学方法)计算机模拟方法’&,()基因组学及相应分子 生物技术
’… 遗传学大会%华大基因公司的于军应邀在大会做了报 告$介绍了我国在水稻基因组研究方面的…",http://www.chinagene.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=874,"俞英， 张沅 - 遗传, 2003 - chinagene.cn",2003
,,,"石英飞， 王秀伟， 郭金， 官臻， 徐琳， 王建华， 钟儒刚 - 中华实用儿科临床杂志, 2014",0
2019 新型冠状病毒基因组的生物信息学分析,"… 不同于简单使用全基因组序列的其它研究, 我们于2018 年在国际上首次提出分子功能与进化
分析相结合的研究思想, 并应用于Beta 冠状病毒B 亚群(BB 冠状病毒) 基因组的研究. 在这一思想
指导下, 本研究使用BB 冠状病毒基因组中的一个互补回文序列(命名为Nankai complemented …",https://www.researchgate.net/profile/Shan-Gao-36/publication/338689521_Bioinformatics_analysis_of_the_2019_novel_coronavirus_genome/links/5ec62a6f458515626cbbfe22/Bioinformatics-analysis-of-the-2019-novel-coronavirus-genome.pdf,"陈嘉源， 施劲松， 丘栋安， 刘畅， 李鑫… - Chinese Journal of …, 2020 - researchgate.net",2020
郑氏比蜢线粒体基因组全序列的测定与分析,"… ，希望政府能够在灵长类保护事业 上给予更大的关注。随后，中科院动物研究所李明研究员就
“中国金丝猴进化历史与保护遗传学”、西华 师大胡刚教授就“我国黑叶猴资源与保护现状”分别作了
大会报告。 7 月17 日上午的大会会场转至享誉中外的“动物天堂”——唐家河国家级自然保护区。…",https://www.researchgate.net/profile/Yuan-Huang-15/publication/51572340_Analysis_of_the_complete_mitochondrial_genome_sequence_of_Pielomastax_zhengi/links/00b7d5347daf9755e7000000/Analysis-of-the-complete-mitochondrial-genome-sequence-of-Pielomastax-zhengi.pdf,"杨辉， 黄原 - 动物学研究, 2011 - researchgate.net",2011
Ⅰ 型鸭肝炎病毒基因组全长cDNA 克隆的构建与分析,"[目的] 建立Ⅰ 型鸭病毒性肝炎(Duck hepatitis virus, DHV) 的反向遗传系统.[方法] 根据Ⅰ 型鸭肝炎病毒(DHV-Ⅰ) ZJ-V/2006 株全基因组序列设计并合成5 对特异引物, 进而应用RT-PCR 技术分5 段扩增了DHV 全基因组cDNA. 将扩增的cDNA 重叠片段A, B, C 和DE …",http://www.cqvip.com/qk/90760a/201005/33797052.html,"云涛， 倪征， 刘光清， 余斌， 陈柳， 华炯钢… - 西北农林科技大学学报 …, 2010 - cqvip.com",2010
大鼠大脑皮质发育过程中FLnI-L1 表达谱分析,"… 基因组中的整合, long interspersed elements (LINE-1, L1)逆转座子是哺乳动物基因组中非常
重要的一类转座元件, 由其 来源的DNA 序列占基因组的17%, 并且L1 可能通过多种方式影响基因组
… 提取的RNA 送至华大基因公 司进行测序, 实验流程如图1 所示, 所有的mRNA 用 Oligo(dT)磁珠…",https://mater.scichina.com/doi/pdf/0bff6eb6e9994e8d9704fb74024eac06,"李运动， 蔡明登， 姚茂金， 袁小兵， 张晓艳 - 科学通报, 2014 - mater.scichina.com",2014
新疆长尾旱獭病毒组学及其新病毒的鉴定,"… 华大科技有限公司进行高通量测序。对测序结果进行病毒宏基因组学分析,通过PCR方法对部分
病毒进行验证,根据验证结果对病毒进行流行率检测、全基因组扩增及遗传演化分析等。结果:(1)共
收集101只长尾旱獭,通过病毒宏基因组… 11种脊椎动物病毒科病毒,1种昆虫病毒科病毒,1种大病毒…",https://cdmd.cnki.com.cn/Article/CDMD-10759-1018883918.htm,张培生 - 2018 - cdmd.cnki.com.cn,0
鸡基因组研究新进展,"… 实验室正在进行鸡的-0.工程的研究$例如$美 国特拉华州大学!L552#++GGGC>L;>W6<6I5C671""$德 … 
基因组的分子重排数量%调控区%非编码区 和基因组扩展率$对脊椎动物基因组的进化进行了 
研究&*(’)这张注释图谱的完成对禽类基因组研究 具有划时代意义$它标志着禽类功能基因组…",http://www.chinagene.cn/EN/Y2006/V28/I5/617,"牟彦双， 李辉 - 遗传, 2006 - chinagene.cn",2006
宏基因组学在胃肠道微生物研究中的应用,"… 图计划，日本也启动了人类元基因组研究 计划。由我国华大基因承担完成的人类肠道宏基因 … 
宏 基因组技术集中于食草动物瘤胃微生物中未培养微 生物研究，以探索食草动物消化道微生态系统
。近 期的研究中宏基因组技术则越来越多的集中到肠道 微生物与宿主之间的相互作用。宏基因组…",https://jgsw.hunnu.edu.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=288,"吴莎莎， 卢向阳， 许源， 许凤， 吴俊文， 田云， 方俊… - 激光生物 …, 2012 - jgsw.hunnu.edu.cn",2012
,,,韩冷 - 2010,0
全基因组关联分析(GWAS) 鉴别猪腹股沟/阴囊疝易感基因,"旨在鉴别猪腹股沟/阴囊疝的易感基因并探寻其发病机理, 本研究对源于纯种长白和大白2 个西方商业猪种220 个腹股沟/阴囊疝三联体核心家系群(包含237 个患病个体) 的734 个样本, 利用Illumina 猪60KSNP 芯片进行扫描和基因分型, 通过基于SNP 的病例 …",http://www.cqvip.com/qk/91152x/201411/88778389504849524949484854.html,"阮国荣， 龙毅， 宿英， 张志燕， 肖石军， 廖信军， 艾华水… - 畜牧兽医学报, 2014 - cqvip.com",2014
土耳其斯坦东毕吸虫线粒体基因组的研究,"… 斯坦东毕吸虫线粒体全基因组的研究尚未见报道。线粒体DNA是后生动物胞核外的遗传物质,其… 
分子生物学方法,获得了虫体线粒体全基因组,并分析基因组的组成、各基因顺序、编码使用模型、… 
血吸虫、埃及血吸虫及肝片吸虫、卫氏并殖吸虫、华支睾吸虫、猫后睾吸虫比较构建进化树,结果…",https://cdmd.cnki.com.cn/Article/CDMD-10223-2010110929.htm,王宇 - 2010 - cdmd.cnki.com.cn,0
多元自主学习模式在动物遗传学课程教学中的应用探索,"摘要动物遗传学是理论与实践紧密结合的生物科学专业的基础课. 探索了基于现存问题, 以实践需求为引导核心, 以激发学生自主学习兴趣, 培养独立思考, 综合分析及解决实际问题能力为目标的动物遗传学教学体系在教学质量提升中的作用. 分析了目前动物遗传学课程教学中存在 …",http://www.ahnykx.com/upload/2018-6/2018061454702329.pdf,"黄永震， 贺花， 党瑞华， 蓝贤勇， 雷初朝， 徐嘉威， 陈宏 - 安徽农业科学, 2018 - ahnykx.com",2018
驰骋生命科学数据王国,"… 摘要：在9月10日-12日举办的2014深圳国际生物／生命健康产业展览会上，全球最大基因组学
研究机构华大基因的董事长汪建表示，华大基因联同其他合作方一起，计划建立大型生命健康数据
中心，为研究全球重大疾病的科学家提供组学水平上的基础数据，提供高效率的人工智能分析…",http://www.cqvip.com/qk/82935x/201409/662623306.html,"肖丹， 刘家贻， 徐讯， 刘心 - 中国科技奖励, 2014 - cqvip.com",2014
利用TALENs 和手工克隆技术高效获得GHR 基因敲除巴马猪,"… 文章利用最近发展起来的新型人工核酸酶——转录激活因子样效应物核酸酶(Transcription 
activator-like effector nuclease, TALENs) 介导的基因组… 研究结果表明, TALENs 和手工克隆技术
能够高效制备出基因敲除大动物. GHR-KO 巴马猪的成功制备为研究猪GHR 基因生理功能以及人类…",http://www.chinagene.cn/CN/10.3724/SP.J.1005.2014.0903,"李飞达， 李勇， 刘欢， 张欢欢， 刘楚新， 张兴举， 窦红伟… - 遗传, 2014 - chinagene.cn",2014
长PCR 技术及其在动物学研究中的应用,"… 摘要：长PCR(long PCR)技术自1994年发明以来,在生命科学发展中发挥了巨大的作用.长PCR技术
与常规PCR有较大的区别.本文从长PCR技术… 此技术在动物学研究中的应用主要在基因组测序
和线粒体基因组研究、病理诊断、基因差异表达、病原微生物的研究、遗传多态性分析等领域. …",http://www.cqvip.com/qk/94741x/200303/7934895.html,"叶维萍， 黄原 - 动物学杂志, 2003 - cqvip.com",2003
猪繁殖与呼吸综合征病毒(PRRSV) BJ—4 株全基因组序列测定,"首次完成了猪繁殖与呼吸综合征病毒国内分离毒株的全基因组序列测定. 用RT—PCR 方法分段扩增出PRRSV 分离株BJ—4 的21 条cDNA 片段, 分别克隆于pGEM—T—easy 质粒载体并进行测序, 按顺序将这些序列进行拼接得到PRRSV BJ—4 全基因组cDNA 序列 …",https://cpfd.cnki.com.cn/Article/CPFDTOTAL-ZGXJ200106001079.htm,"杨汉春， 黄芳芳， 郭鑫， 高云， 李华… - 第四届中国畜牧兽医青年 …, 2001 - cpfd.cnki.com.cn",2001
基于有限元法的电动车车架结构分析及优化,"进入二十一世纪以来, 利用线粒体基因组研究十足目动物的高阶系统发育关系得到了很多学者的重视. 到目前为止, 已经有30 多个十足目物种的线粒体基因组被测定, 但是所得到的基因组数据在十足目内部个分类单元的分布极不均衡. 十足目是一类物种极其多样的甲壳动物 …",https://cdmd.cnki.com.cn/Article/CDMD-10429-1012043311.htm,时华锋 - 2011 - cdmd.cnki.com.cn,0
,,,李英 - 2005,0
秦岭山脉华溪蟹属淡水蟹类的DNA 条形码研究及淡水蟹线粒体基因组的初步分析,"… 标准序列。5.修水华溪蟹线粒体基因组全长18460bp,黎川华南溪蟹线粒体基因组全长15380 
bp,均编码了后生动物常见的37个基因。与泛甲壳动物(Pancrustacean)原始排列相比,两种淡水蟹
均出现两处特异性tRNA重排(tRNAHis和t RNAGln),该重排此前仅出现在汉氏泽蟹中,在基因组层次…",https://cdmd.cnki.com.cn/Article/CDMD-10403-1017224228.htm,白俊 - 2017 - cdmd.cnki.com.cn,0
由2014 至2017 年從就診臺大動物醫院的犬貓所分離帶有超廣譜性乙內醯胺酶大腸桿菌的盛行率及特性分析,"… ESBL的微生物的報告有限。因此，本研究目的在於分析2014至2017年間，就診臺大動物醫院的
狗貓所分離帶有超廣譜性乙內醯胺酶大腸桿菌的… 又以CTX-M-14和CTX-M-15的衍生物為主要
ESBL基因型。伴侶動物如犬貓與人類會有親密的接觸，有可能成為人類產生ESBL細菌的潛在來源。…",https://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-2806201910483700,"黃伊萱 - 臺灣大學獸醫學研究所學位論文, 2019 - airitilibrary.com",2019
基于基因组学的药物肝毒性候选生物标志物的研究,"目的: 本研究旨在采用对乙酰氨基酚(APAP) 建立大鼠急性肝损伤模型, 通过芯片技术, 对肝脏组织和血浆miRNA 表达谱以及肝脏组织中基因表达谱进行分析, 筛选出特异表达的miRNA 和基因, 初步探索这些基因在药物肝毒性中所参与的生物学作用过程和所涉及的信号 …",https://cpfd.cnki.com.cn/Article/CPFDTOTAL-ZGDV201408001058.htm,"汤纳平， 王雁， 李华， 邱云良， 周国民… - 中国毒理学会第四届中 …, 2014 - cpfd.cnki.com.cn",2014
探索藏羚羊的秘密,"… 摘要：2009年底，由青海大学和深圳华大基因研究院共同发起并承担的“世界首部高原濒危物种
——藏羚羊全基因组序列图谱”绘制完成。在藏羚羊的基因中发现了决定这一珍贵动物许多特点的
基因。未来，通过基因工程可以把藏羚羊的特殊基因转移到普通的绵羊或山羊身上，可以生产出…",http://www.cqvip.com/qk/94674x/201003/32890125.html,"白杨 - 百科知识, 2010 - cqvip.com",2010
基于宏基因组学的猪群样本病毒探测方法的建立,"极其多样的病毒广泛存在于我们周围的环境和动物体内, 其中很多病毒是人类所未知的, 而发现未知病毒常常受制于病毒常规检测技术的局限性.[目的] 构建未知病毒检测技术平台.[方法] 应用病毒宏基因组学的理念, 结合新型分子诊断技术, 首先利用过滤和核酸酶处理去除样品宿主 …",http://www.cqvip.com/qk/94144x/201302/44672343.html,"韩文， 罗玉子， 赵碧波， 孙元， 李素， 仇华吉 - 微生物学报, 2013 - cqvip.com",2013
候选基因法在动物育种中的应用,"… 分子遗传学及测定技术的飞速发展，对生 物基因组特别是人类和动物基因组分析的深入 研究起
到了有力地推动作用。通过基因组分析． 可以从… 治疗和指导畜 禽选种，并且不受性别、时间和
环境等因素的影 响。基因组分析有多种方法．候选基因法和连锁 分析法是鉴定基因位点的两种基本…",http://xmysl.imaaahs.ac.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=1602,"王晓通， 王晓娜， 娄义洲 - 畜牧与饲料科学, 2004 - xmysl.imaaahs.ac.cn",2004
破译新的基因,"… 人类基因单型图是继国际水稻基因组之后又一个引起全球关注的科学项目, 它的最终完成将对
人体健康, 进化等都起到非常巨大的作用. 华大基因… 家猪之后, 华大的再下一个目标仍具有中国
特色, 它是我们非常熟悉的一种动物: 蚕.“我们破解蚕的密码是为了人们穿更舒适更漂亮的衣服. 之后, …",http://www.cqvip.com/qk/82197x/200301/7690718.html,"雷永青 - 发现. 图形科普, 2003 - cqvip.com",2003
,,,王光印 - 2012,0
